age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date
20,52533.57,695,29643.2,33.41,6,1.5,2067.5,3,12621.14,Male,Full-Time,High School,Car,South,Married,2012,60,11/7/2012
63,45051.94,811,5555.2,14.25,5,0.5,2748.41,0,15681.98,Male,Full-Time,High School,Personal,East,Single,2022,48,6/5/2022
59,31243.95,757,22480.01,12.17,3,,,6,6684.84,Male,Full-Time,High School,Home,Central,Married,2013,48,20/4/2013
26,29037.96,686,5549.34,57.76,0,10.9,9812.96,7,6018.59,Male,Full-Time,High School,Education,South,,2017,12,22/11/2017
42,35304.11,611,20407.73,44.22,6,9.3,5169.8,2,6000.49,Male,Full-Time,High School,Home,West,Single,2024,36,8/4/2024
71,69132.61,536,5263.69,42,,3.8,3908.13,9,21783.52,Female,Full-Time,Bachelor,Personal,East,Single,2019,24,10/4/2019
54,52592.48,504,9660.01,6.62,5,2.4,3579.89,4,9310.26,Male,Self-Employed,Bachelor,Business,Central,Single,2013,12,3/6/2013
26,84535.85,657,26905.45,8.38,2,0,1034.78,3,17727.21,Male,Part-Time,Bachelor,Car,North,Married,2012,36,28/2/2012
35,,722,12717.84,39.26,6,5.4,3825.03,5,42391.56,Male,Unemployed,High School,Home,South,Married,2017,48,19/1/2017
73,63832.63,732,4593.11,18.86,3,,14919,9,,Female,Self-Employed,PhD,Personal,East,Single,2020,60,26/4/2020
60,57376.84,768,35894.8,42.62,4,3.4,5084.06,1,19795.05,Male,Full-Time,Bachelor,Education,East,,2021,84,10/4/2021
54,,569,13906.91,25.08,,3.8,21104.59,3,7956.01,Female,Self-Employed,High School,Car,Central,Married,2018,48,14/11/2018
45,13883.97,611,9506.27,1.48,,4.5,800.53,9,3345.56,Female,Full-Time,Bachelor,Home,East,Married,2018,36,18/2/2018
51,79521.13,724,8841.72,73.09,1,0.7,16613.63,1,26196.06,Female,Full-Time,Master,Home,East,,2023,36,15/8/2023
28,45091.05,631,15881.49,32.13,1,4.1,6771.88,7,17940.57,Female,Full-Time,High School,Medical,South,Married,2013,48,18/7/2013
74,26114.29,546,14409.15,46.39,1,6.4,4980.5,5,5084.46,Male,Self-Employed,,Home,North,Married,2016,84,3/8/2016
60,74191.88,796,5408.39,33.01,6,7.7,333.93,0,24689.25,Female,Full-Time,Master,Home,West,Married,2015,36,16/2/2015
72,17847.51,678,6653.6,2.76,0,0.4,,4,3509.16,Male,Full-Time,High School,Education,North,Married,2023,24,11/8/2023
20,16452.81,740,13199.87,35.33,2,2.8,4286.05,0,,Male,Full-Time,High School,Business,North,Married,2016,36,26/6/2016
55,42053.3,631,12409.2,16.84,1,12.2,1993.8,2,11068.38,Female,Full-Time,Bachelor,Personal,North,Married,2012,24,21/5/2012
67,15941.91,594,7202.74,28.36,0,22.3,15351.91,9,2801.06,Male,Part-Time,Bachelor,Education,North,Single,2021,36,22/7/2021
74,64391.72,636,14216.07,15.54,3,,9112.6,3,20297.97,Male,Full-Time,High School,Car,West,Divorced,2019,60,9/1/2019
22,61219.38,715,2752.78,43.97,5,2.3,1031.88,1,21986.26,Male,Self-Employed,High School,Car,East,Single,2012,24,21/11/2012
38,58465.06,787,11749.31,40.53,6,5.2,19593.46,5,15452.23,Female,Self-Employed,Master,Car,East,Married,2023,48,24/3/2023
37,,530,3297.42,52.96,4,5.9,2032.57,0,11919.99,Male,Full-Time,Bachelor,Personal,South,Single,2016,24,15/6/2016
52,69058.28,621,4371.76,11.48,0,6.9,1206.89,3,19040.14,Female,Retired,High School,Car,West,Single,2021,48,6/2/2021
21,41022.16,661,16153.53,13.27,6,4.2,5494.01,0,,Male,Full-Time,,Home,West,Single,2019,60,13/8/2019
29,107157.61,551,5693.07,9.61,3,,436.42,7,28017.07,Female,Full-Time,High School,Personal,South,Divorced,2024,60,18/7/2024
38,60826.25,699,24326.51,37.04,6,0,3452.05,1,13228.37,Male,Full-Time,,Business,South,Married,2011,60,22/11/2011
49,104753.22,672,17736.05,36.13,3,1.2,7644.76,7,27566.3,Male,Full-Time,Bachelor,Education,Central,Married,2016,24,8/2/2016
63,14755.14,637,13536.38,8.22,3,0.7,3428.95,5,3258.16,Male,Retired,Bachelor,Business,North,Divorced,2019,36,28/3/2019
56,,688,9030.05,18.63,4,2.4,18988.25,9,14044.85,Female,Part-Time,Bachelor,Business,East,Single,2023,84,13/10/2023
66,100957.24,709,8862.9,26.72,1,4.6,7580.78,5,20401.92,Female,Retired,Bachelor,Education,Central,Divorced,2017,36,3/2/2017
38,30112.24,634,41747.18,4.99,4,3,,7,6636.79,Female,Part-Time,Master,Car,South,Single,2018,60,11/3/2018
68,30100,743,50923.52,20.11,2,6.6,1835.47,0,11350.69,Female,Part-Time,High School,Education,East,Married,2020,48,15/9/2020
71,124533.53,760,40162.33,18.42,5,6.4,1544.48,7,25094.15,Male,Self-Employed,Bachelor,Personal,South,Single,2014,36,16/7/2014
22,44367.1,702,15151.79,6.46,2,8.5,5552.48,0,16780.9,Female,Full-Time,High School,Education,West,Married,2023,60,11/4/2023
59,20320.99,712,10274.2,51.18,1,1,15398,2,3579.99,Male,Self-Employed,High School,Home,South,Married,2023,36,4/6/2023
40,90693.45,571,32694.02,45.78,6,1.5,,8,18338.45,Non-Binary,Full-Time,Bachelor,Education,Central,Single,2019,48,13/1/2019
40,101011.71,723,18395.2,10.52,,10,4278.12,8,,Female,Unemployed,,Education,North,Single,2016,12,11/7/2016
47,75419.74,664,19043.59,41.4,4,3.3,8586.62,9,25085.75,Male,Full-Time,PhD,Medical,Central,Single,2023,36,13/3/2023
26,86062.44,719,11256.59,47.32,5,0.3,5012.52,0,27270.37,Male,Full-Time,Master,Car,Central,Married,2023,36,27/1/2023
54,47441.47,648,7734.21,48.81,2,12.4,6556.63,0,8128.31,Female,Full-Time,,Medical,North,Single,2012,60,12/5/2012
40,24905.74,617,5137.53,64.7,4,,2021.27,0,8584.86,Male,Full-Time,High School,Education,North,Single,2015,84,6/6/2015
63,19049.79,598,4959.45,5.88,4,1,20651.68,4,4513.82,Male,Full-Time,,Personal,Central,Divorced,2014,24,22/3/2014
69,19434.16,677,7203.69,35.85,2,1.9,1696.05,6,5132.28,Female,Full-Time,Master,Medical,South,Married,2017,60,20/12/2017
34,20551.48,596,21931.01,31.65,2,5.2,2366.79,7,3571.33,Female,Self-Employed,High School,Personal,North,Widowed,2021,48,6/4/2021
61,117885.39,635,27048.88,5.22,0,4.5,11384.08,9,37945.1,Male,Part-Time,Master,Medical,North,,2023,84,17/1/2023
47,17637.34,644,6181.83,38.51,3,,1363.63,2,3463.49,Female,Full-Time,High School,Home,West,Married,2024,12,16/10/2024
34,39550.38,638,10500.89,32.25,2,14.9,1702.79,6,12199.36,Female,Self-Employed,High School,Home,East,Married,2012,60,9/10/2012
68,58844.98,676,7106.33,35.97,1,4.8,2519.79,2,12738.2,Male,Full-Time,High School,Personal,West,Married,2018,60,22/11/2018
64,40815.09,716,12809.78,35.94,2,1.6,3015.75,3,16190.53,Male,Unemployed,Bachelor,Car,East,Married,2022,36,17/8/2022
25,54279.55,668,1945.67,33.81,3,4.2,820.79,8,12143.66,Male,Part-Time,High School,Education,West,Single,2015,24,3/6/2015
60,23614.28,643,8649.11,65.37,6,0.9,1510.59,1,4920.31,Male,Part-Time,High School,Education,West,Married,2018,60,1/7/2018
26,96110.73,755,45597.48,30.41,1,1.7,8587.88,2,17007.61,Male,Unemployed,High School,Home,North,Divorced,2016,60,14/10/2016
50,72906.67,512,5725.82,18.37,6,,12221.91,3,17722.81,Male,Retired,High School,Car,West,Single,2012,60,27/8/2012
50,30572.56,597,2425.57,60.19,3,8,2855.19,0,9989.93,Female,Unemployed,Bachelor,Home,East,,2023,48,17/12/2023
64,111517.48,677,14615.76,25.59,4,2.5,13196.13,3,18765.81,Female,Retired,,Personal,Central,Single,2023,36,9/11/2023
18,69132.32,640,44035.83,23.69,1,15.4,15267.2,3,,Male,Full-Time,Master,Car,East,Married,2013,36,20/3/2013
67,65282.44,726,12872.44,15.7,0,3.9,,4,16336.88,Female,Full-Time,Bachelor,Education,North,Married,2017,36,19/8/2017
46,26467.68,784,7213.19,26.46,6,4.1,9668.13,3,4681.13,Male,Retired,High School,Car,South,,2017,48,20/9/2017
64,219806.93,733,10094.17,48.8,4,4.2,19836.05,4,76826.53,Male,Full-Time,Master,Car,South,Married,2018,60,8/11/2018
66,198517.37,757,3139.11,24.48,4,5.5,15139.65,1,42451.95,Male,Part-Time,High School,Home,Central,Married,2018,84,10/7/2018
70,111332.03,662,66843.29,33.09,4,3.3,4162.1,0,19972.99,Female,Self-Employed,Bachelor,Business,West,Married,2018,12,25/12/2018
56,53141.07,526,7082.29,15.87,1,5.1,4298.21,9,12682.35,Male,Part-Time,High School,Personal,Central,,2023,24,2/2/2023
24,86760.35,778,6058.56,22.78,2,1.4,651.42,6,24229.39,Female,Part-Time,Master,Personal,Central,,2014,60,26/10/2014
56,56101.81,501,8255.17,55.63,3,18,4276.65,6,11475.97,Male,Part-Time,High School,Personal,West,Married,2023,36,19/7/2023
70,30800.44,625,14857.43,3.62,6,2.6,5688.22,6,11762.8,Female,Unemployed,Bachelor,Medical,North,Married,2020,36,23/1/2020
60,27124.05,568,23020.21,45.56,4,7.1,1988.42,0,5702.64,Female,Retired,High School,Car,South,Single,2017,24,10/6/2017
70,37333.88,567,8978.19,40.96,0,5,33275.81,5,6790.23,Non-Binary,Retired,Bachelor,Education,South,Widowed,2012,36,19/1/2012
71,152059.54,584,14725.53,40.91,2,0.8,,6,60457.27,Male,Full-Time,Bachelor,Education,East,Single,2022,36,9/7/2022
45,54412.58,656,94751.41,29.96,4,2.8,19795.41,7,17944.09,Female,Retired,High School,Personal,West,Married,2013,12,28/6/2013
73,12527.27,731,8366.06,18.18,0,1.9,16368.93,2,2235.83,Male,Full-Time,High School,Personal,East,Single,2017,24,11/5/2017
39,64501.58,674,5700.86,16.89,1,2.3,3079.82,4,11029.57,Male,Full-Time,,Business,North,Divorced,2021,48,22/10/2021
61,34593.53,596,30176.66,54.63,6,5.7,14157.5,8,10915.02,Male,Part-Time,Bachelor,Education,Central,,2023,36,4/11/2023
71,94559.19,537,5070.65,84.62,6,2.8,4050.48,5,31963.81,Female,Retired,High School,Home,West,Married,2017,36,22/8/2017
46,,661,13487.95,52.87,6,0.5,2643.65,2,17910.43,Female,Retired,Bachelor,Education,Central,Single,2024,24,6/9/2024
19,105767.5,481,21063.76,32.61,5,2.4,6121.47,5,,Male,Self-Employed,High School,Personal,North,,2011,60,18/7/2011
58,62232.89,693,14163.8,40.39,1,0.4,34125.78,5,14021.27,Male,Full-Time,High School,Education,West,Single,2015,36,6/3/2015
62,26814.37,698,8596.11,27.85,1,,6905.98,4,8965.25,Male,Retired,,Business,North,Single,2014,36,13/1/2014
70,32153.78,624,20335.74,17.31,3,3.2,2687.7,6,9015.21,Female,Retired,Master,Medical,Central,Married,2024,12,7/3/2024
35,67528.29,668,41644.7,32.93,2,3.9,4433.56,5,13253.61,Male,Part-Time,Bachelor,Home,South,,2021,24,12/1/2021
19,142781.42,786,17136.71,18.94,1,14.6,2758.84,5,28406.69,Female,Full-Time,Bachelor,Business,South,,2020,36,18/10/2020
39,58923.26,574,13651.44,11.77,,1.2,1462.8,2,,Male,Full-Time,High School,Car,North,Married,2024,60,16/5/2024
64,99403.76,730,13911.2,8.5,2,,7316.21,9,18736.52,Male,Full-Time,Master,Home,South,,2015,84,8/8/2015
57,88183.62,574,4952.28,31.65,1,3.4,10614.47,6,15569.31,Female,Full-Time,High School,Car,West,Divorced,2019,60,9/12/2019
32,62043.42,599,47762,7.64,3,3.9,11870.29,8,20141.26,Male,Part-Time,Master,Personal,North,Widowed,2012,36,17/3/2012
35,33570.34,575,34607.32,25.6,1,3.8,,4,8733.36,Female,Full-Time,Master,Car,East,Married,2012,48,28/4/2012
30,60873.49,665,7640.69,29.61,3,2.7,1062.75,4,19562.53,Female,Unemployed,,Medical,South,Single,2024,48,2/7/2024
32,28059.76,531,28920.95,21.66,4,1.9,10552.72,5,5617.39,Female,Retired,Bachelor,Home,East,Married,2024,12,9/11/2024
46,157461.04,598,10688.27,21.94,4,4.4,,3,,Male,Full-Time,High School,Car,West,Divorced,2016,36,1/5/2016
59,70354.87,729,35066.4,5.32,3,3.5,3993.88,4,21228.71,Female,Full-Time,,Home,South,Widowed,2018,24,10/9/2018
46,44326.94,568,15920.25,28.19,6,8.9,3238.58,4,11831.62,Female,Full-Time,Master,Personal,East,,2016,60,8/9/2016
20,76889.13,648,7022.28,4.93,1,0.4,10049.6,6,20271.96,Male,Unemployed,Master,Business,East,Single,2012,84,1/8/2012
31,20016.63,703,22204.45,18.21,4,,,8,6966.61,Female,Self-Employed,High School,Home,West,Widowed,2020,60,7/3/2020
72,177361.53,672,10474.35,24.47,0,1.5,11414.13,7,40059.97,Male,Full-Time,High School,Medical,West,Married,2024,84,1/11/2024
49,27590.81,524,2526.82,53.6,5,2.1,2328.99,0,5333.65,Female,Unemployed,Bachelor,Personal,North,Married,2015,60,7/4/2015
19,155910.84,620,52277.88,10.84,1,0.3,2666.02,3,49960.13,Female,Self-Employed,,Medical,West,Married,2016,60,24/5/2016
45,21224.26,533,13727.54,19.14,2,1.5,25903.9,6,4757.28,Male,Unemployed,,Personal,North,,2015,24,6/4/2015
48,53382.07,710,113486.66,62.86,5,4.1,11129.45,8,18465.69,Male,Full-Time,PhD,Home,East,,2023,48,11/10/2023
51,28345.82,611,34960.83,15.34,6,16.3,4566.72,4,8128.32,Male,Self-Employed,High School,Business,Central,Single,2023,36,7/6/2023
65,28727.4,672,13878.66,36.68,4,0.6,,0,6412.18,Female,Full-Time,Bachelor,Business,East,,2013,36,12/6/2013
42,47930.93,681,11280.59,52.98,1,5.7,31945.23,6,11021.61,Male,Retired,Bachelor,Home,East,Single,2016,36,2/6/2016
53,10601.77,662,6666.76,8.31,1,0.5,5775.6,8,3343.89,Female,Full-Time,High School,Education,West,Divorced,2021,24,9/10/2021
25,27643.17,707,4367.66,53.55,5,7,13605.29,6,9014.15,Male,Full-Time,Bachelor,Business,East,Divorced,2011,24,13/3/2011
26,215889.72,581,5840.11,6.53,5,8.7,10607.99,9,55862.26,Male,Unemployed,Master,Car,East,Single,2017,12,19/9/2017
65,39110.04,577,31406.04,33.65,4,2.1,9954.28,2,9043.86,Female,Full-Time,Master,Home,North,Married,2023,12,23/1/2023
52,66256.04,666,4663.98,31.26,5,0.4,13046.88,2,11526.1,Female,Self-Employed,Bachelor,Home,Central,Divorced,2018,60,8/11/2018
54,,749,36178.22,8.97,2,3.8,15943.96,0,18715.75,Male,Self-Employed,High School,Business,South,Married,2019,24,21/5/2019
36,47602.15,430,12965.88,25.27,4,13.6,26473.29,3,8328.8,Male,Unemployed,,Car,East,Divorced,2018,48,24/9/2018
45,223630.19,667,29761.96,38.06,,7.6,17180.65,9,53770.48,Male,Full-Time,PhD,Personal,North,Single,2020,48,9/11/2020
23,105409.74,497,4827.76,12.95,1,0.4,1143.15,4,21250.43,Male,Full-Time,,Business,South,Divorced,2013,60,21/5/2013
43,131409.51,850,4336.43,16.58,5,1.9,,6,23042.87,Female,Full-Time,Bachelor,Home,East,Divorced,2014,24,3/7/2014
54,47821.67,738,10115.03,48.13,4,0.1,14094.9,3,17819.97,Female,Full-Time,PhD,Personal,West,Married,2010,36,19/3/2010
30,24771.56,563,43000.26,46.27,6,36.2,8033.88,2,4283.26,Female,Part-Time,Master,Medical,West,Married,2012,24,16/8/2012
28,40106.04,659,9251.46,7.83,6,0.2,7967.52,9,12338.23,Male,Part-Time,,Personal,South,Single,2024,60,11/5/2024
25,59939.08,672,14060.86,26.14,2,,,3,17214.84,Female,Part-Time,Bachelor,Home,South,Married,2017,48,8/6/2017
57,30549.88,673,19705.75,7.74,,1,3315.46,3,6716.11,Female,Unemployed,Bachelor,Home,Central,Single,2019,84,22/11/2019
74,40829.98,526,50774.38,6.11,,13,12733.89,2,10947.71,Male,Full-Time,Bachelor,Car,East,Single,2017,48,21/4/2017
19,53974.45,589,27077.91,25.7,1,17.1,1902.6,5,9050.63,Female,Part-Time,Bachelor,Education,East,Divorced,2015,60,28/2/2015
47,189899.45,566,5100.08,39.85,5,7.2,15190.88,6,40211.22,Female,Full-Time,Bachelor,Medical,West,Married,2010,48,15/3/2010
47,38270.77,564,5810.68,11.14,4,6.4,15333.12,8,8725.24,Female,Retired,Bachelor,Car,East,,2012,36,4/10/2012
43,,626,10178.27,39.7,5,1.7,,3,8413.11,Female,Full-Time,,Home,South,Married,2017,60,27/7/2017
74,22938.23,521,21525.78,30.17,0,1.8,19772.24,6,,Male,Part-Time,Bachelor,Home,Central,Married,2024,84,17/7/2024
20,29768.95,519,1505.64,18.73,2,6.9,,9,8405.75,Male,Unemployed,High School,Home,Central,Married,2016,36,6/10/2016
20,37994.39,539,8684.52,28.16,5,10.6,860.83,5,6666.93,Male,Full-Time,Bachelor,Car,South,Married,2018,48,22/10/2018
27,20956.32,750,13414.8,17.28,0,0.8,13309.41,7,5361.06,Male,Full-Time,High School,Home,West,Widowed,2011,36,3/10/2011
70,132455.02,747,39040.12,20.53,4,2.5,,2,24272.22,Male,Full-Time,,Personal,South,Single,2014,48,17/10/2014
32,37451.77,669,4914.65,25.98,2,1,,1,8163.83,Female,Full-Time,High School,Education,East,Married,2022,36,17/12/2022
40,33743.02,757,9837.31,45.19,6,1.2,4371.34,0,11219.19,Female,Unemployed,Bachelor,Home,North,Married,2016,36,9/7/2016
23,32483.72,718,11799.55,40.2,,17,9809.69,6,6120.87,Female,Full-Time,Bachelor,Education,South,Divorced,2014,84,5/8/2014
37,43096.39,653,33058.21,20.08,6,10.8,4171.8,8,7394.14,Female,Self-Employed,High School,Personal,West,Married,2024,60,13/10/2024
54,63202.2,360,35903.07,19.84,1,0.2,126.67,3,22323.47,Female,Unemployed,Master,Business,South,Single,2024,24,27/7/2024
29,43984.13,662,33774.2,24.45,0,2.8,3311.53,2,7758.47,Male,Self-Employed,Master,Education,South,Married,2021,60,24/8/2021
45,,586,3903.12,53.23,6,2.7,10852.44,0,,Male,Unemployed,Master,Home,East,Single,2010,36,6/9/2010
25,48918.86,516,16668.5,21.71,6,0.9,10221.49,1,14911.55,Male,Full-Time,Bachelor,Home,South,,2022,36,11/6/2022
54,44047.44,565,35253.37,14.8,2,5.4,2817.41,2,8397.76,Male,Unemployed,High School,Home,Central,Single,2023,48,28/11/2023
32,36667.96,687,10069.07,59.02,3,1.7,40647.84,4,10043.27,Female,Unemployed,High School,Car,East,Single,2021,36,17/4/2021
22,12093.18,820,3724.56,33.8,2,5.8,,1,,Female,Retired,,Home,East,,2019,60,21/2/2019
73,29735.12,754,34966.69,76.95,6,10,2962.61,7,11600.12,Male,Full-Time,Bachelor,Business,East,Married,2022,36,23/12/2022
23,63277.19,567,7372.46,43.45,6,8.6,25906.52,0,13309.65,Female,Full-Time,High School,Car,North,Married,2012,36,19/9/2012
63,40526.2,811,24719.88,50.3,1,10,7627.13,9,7834.36,Male,Part-Time,Bachelor,Home,Central,Single,2022,12,21/5/2022
46,55435.5,579,30260.94,23.26,3,0.3,13681.32,5,17078.96,Female,Self-Employed,High School,Personal,South,Married,2017,36,25/7/2017
50,55242.22,850,6456.85,36.27,0,10.2,,3,21288.81,Female,Unemployed,High School,Car,West,Divorced,2019,36,20/10/2019
37,38799.99,593,11657.92,33.18,1,6.6,3332.46,2,11420.24,Female,Part-Time,High School,Home,South,Married,2012,48,14/12/2012
60,,638,5594.64,18.64,5,20.5,751.84,3,19335.55,Male,Full-Time,Bachelor,Education,East,Single,2017,60,6/5/2017
49,45836.99,661,2360.72,30.03,3,18,22648.98,4,12617.53,Female,Self-Employed,,Medical,East,,2017,84,10/1/2017
20,24010.36,717,44349.03,17.69,3,4.8,6418.59,8,,Female,Full-Time,Bachelor,Business,West,Single,2023,48,15/9/2023
52,42733.61,586,13645.28,9.71,5,5.3,335.29,2,10994.49,Female,Unemployed,Master,Education,South,Married,2017,60,19/10/2017
69,25043.52,798,2586.73,36.83,5,5.3,9742.36,6,7101.83,Male,Unemployed,,Home,East,Single,2016,84,4/12/2016
38,147033.98,826,9313.52,28.16,6,6.7,3284.87,7,33983.76,Male,Self-Employed,Bachelor,Medical,North,Divorced,2023,36,9/3/2023
71,69276.57,604,12415.95,34.96,,,168995.18,5,12938.06,Non-Binary,Full-Time,Bachelor,Medical,North,Married,2014,48,13/1/2014
47,55097.32,702,11327.37,3.37,1,1.9,7885.19,6,10153.28,Male,Retired,Master,Home,West,,2016,84,5/4/2016
55,172315.42,838,4760.16,33.43,6,7.7,7205.26,2,53793.51,Male,Full-Time,,Education,South,,2024,84,19/12/2024
67,43947.91,595,19225.29,29.49,3,,14733.74,4,11081.79,Female,Full-Time,,Car,Central,Single,2018,60,23/5/2018
66,49802.41,568,27340.9,43.21,4,0.3,1934.62,6,13792.04,Female,Self-Employed,Bachelor,Medical,South,Married,2019,24,19/9/2019
72,145733.73,567,13208.9,36.15,5,1.7,61675.97,5,39661.77,Female,Full-Time,Bachelor,Home,Central,,2014,84,7/7/2014
32,87293.25,594,41271.25,37.02,0,4.8,12441.04,7,20578.61,Female,Full-Time,High School,Education,Central,Married,2021,36,10/9/2021
60,47209.6,566,22588.6,39.52,4,0.7,11743.26,2,9809.07,Male,Unemployed,High School,Home,East,Single,2024,36,1/7/2024
20,32998.65,663,51294.88,54.65,1,1.4,2161,4,7900.89,Male,Full-Time,Bachelor,Business,North,,2017,48,3/8/2017
22,75559.71,591,20026.27,61.78,2,2.6,555.06,5,25228.94,Male,Full-Time,Bachelor,Home,Central,,2019,24,24/12/2019
38,58505.51,789,7014.73,35.19,1,2.2,5269.8,7,13159.86,Female,Full-Time,PhD,Education,Central,Married,2013,48,15/9/2013
27,13130.51,650,38388.81,29.96,4,11.5,21655.37,1,,Female,Full-Time,Bachelor,Education,East,Single,2020,84,23/7/2020
60,27063.65,804,4512.25,9.25,5,4,2024.16,3,6383.33,Male,Retired,Bachelor,Medical,Central,Single,2010,24,20/12/2010
37,27553.57,517,22027.49,58.82,5,1.9,,3,9439.59,Female,Unemployed,Bachelor,Home,West,Single,2021,24,25/2/2021
41,25328.47,658,9442.13,44.46,6,1.7,1352.31,4,8830.82,Female,Full-Time,Master,Business,West,Single,2011,60,9/8/2011
51,41480.34,793,4657.47,28.26,0,8.8,,9,,Non-Binary,Full-Time,Bachelor,Business,Central,Single,2023,36,8/12/2023
72,30179.68,778,3971.76,27.35,1,,,3,5336.04,Male,Full-Time,High School,Education,North,Single,2017,36,17/3/2017
38,38073.2,626,5315.2,15.99,1,1.9,13391.52,3,7334.24,Male,Self-Employed,,Education,North,Single,2019,36,8/4/2019
35,76112.32,640,32954.63,22.55,5,10.4,3568.02,4,13765.78,Female,Full-Time,Bachelor,Home,Central,,2010,48,12/4/2010
44,135810.94,558,21951.23,9.53,6,2.2,29631.91,8,52654.77,Male,Full-Time,Master,Home,South,Married,2017,48,8/4/2017
72,48057.83,678,5155.03,36.59,3,1.5,1895.72,3,12508.83,Male,Full-Time,High School,Car,East,Married,2018,60,14/12/2018
35,35514.48,513,14732.21,1.17,0,11.9,2432.04,5,6200.38,Male,Full-Time,,Car,West,Married,2019,60,24/8/2019
40,,690,16623.38,68.07,,9.3,2608.65,0,35527.89,Male,Full-Time,High School,Business,Central,Divorced,2022,36,28/8/2022
28,45969.81,774,4975.03,19.24,3,4.8,,3,9315.42,Female,Retired,PhD,Car,Central,Married,2014,24,16/9/2014
61,94169.33,698,2727.59,19.32,4,3.7,15932.22,5,18954.19,Male,Full-Time,Bachelor,Personal,North,Married,2024,84,13/2/2024
22,111939.52,583,11319.23,32.3,1,2,2524.68,0,31931.9,Male,Full-Time,Master,Car,South,Single,2017,24,19/10/2017
42,36507.23,653,13647.93,78.68,3,3,12966.06,2,6996.11,Male,Full-Time,,Education,West,Married,2017,60,28/9/2017
36,49643.09,469,3659.89,14.75,0,1.1,5513.99,4,10385.2,Female,Full-Time,Bachelor,Home,West,Divorced,2024,24,22/2/2024
39,197679.29,594,5937.4,26.05,6,2.4,5917.18,3,72727.72,Male,Self-Employed,Bachelor,Personal,East,Single,2015,36,13/9/2015
67,40718.25,641,5902.36,28.45,1,2.2,2899.92,0,8419.54,Female,Self-Employed,Master,Business,Central,Single,2015,60,28/6/2015
67,45264.99,619,8375.66,33.99,5,3.4,5333.36,9,15525.75,Female,Full-Time,Bachelor,Car,East,Married,2013,60,10/1/2013
29,46238.38,601,24233.06,14.32,3,0.3,1701.82,8,14059.73,Male,Full-Time,High School,Home,West,Single,2021,24,23/12/2021
